,DRG,CM-PCS,en
1924,DRG39603,D510,Vitamin B12 deficiency anemia due to intrinsic factor deficiency
1925,DRG39603,D511,Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria
1926,DRG39603,D512,Transcobalamin II deficiency
1927,DRG39603,D513,Other dietary vitamin B12 deficiency anemia
1928,DRG39603,D518,Other vitamin B12 deficiency anemias
1929,DRG39603,D519,"Vitamin B12 deficiency anemia, unspecified"
1930,DRG39603,D520,Dietary folate deficiency anemia
1931,DRG39603,D521,Drug-induced folate deficiency anemia
1932,DRG39603,D528,Other folate deficiency anemias
1933,DRG39603,D529,"Folate deficiency anemia, unspecified"
1934,DRG39603,D530,Protein deficiency anemia
1935,DRG39603,D531,"Other megaloblastic anemias, not elsewhere classified"
1936,DRG39603,D532,Scorbutic anemia
1937,DRG39603,D538,Other specified nutritional anemias
1938,DRG39603,D539,"Nutritional anemia, unspecified"
1939,DRG39603,D550,Anemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
1940,DRG39603,D551,Anemia due to other disorders of glutathione metabolism
1941,DRG39603,D552,Anemia due to disorders of glycolytic enzymes
1942,DRG39603,D553,Anemia due to disorders of nucleotide metabolism
1943,DRG39603,D558,Other anemias due to enzyme disorders
1944,DRG39603,D559,"Anemia due to enzyme disorder, unspecified"
1945,DRG39603,D564,Hereditary persistence of fetal hemoglobin [HPFH]
1946,DRG39603,D5700,"Hb-SS disease with crisis, unspecified"
1947,DRG39603,D5701,Hb-SS disease with acute chest syndrome
1948,DRG39603,D5702,Hb-SS disease with splenic sequestration
1949,DRG39603,D571,Sickle-cell disease without crisis
1950,DRG39603,D5720,Sickle-cell/Hb-C disease without crisis
1951,DRG39603,D57211,Sickle-cell/Hb-C disease with acute chest syndrome
1952,DRG39603,D57212,Sickle-cell/Hb-C disease with splenic sequestration
1953,DRG39603,D57219,"Sickle-cell/Hb-C disease with crisis, unspecified"
1954,DRG39603,D573,Sickle-cell trait
1955,DRG39603,D5780,Other sickle-cell disorders without crisis
1956,DRG39603,D57811,Other sickle-cell disorders with acute chest syndrome
1957,DRG39603,D57812,Other sickle-cell disorders with splenic sequestration
1958,DRG39603,D57819,"Other sickle-cell disorders with crisis, unspecified"
1959,DRG39603,D580,Hereditary spherocytosis
1960,DRG39603,D581,Hereditary elliptocytosis
1961,DRG39603,D582,Other hemoglobinopathies
1962,DRG39603,D588,Other specified hereditary hemolytic anemias
1963,DRG39603,D589,"Hereditary hemolytic anemia, unspecified"
1964,DRG39603,D590,Drug-induced autoimmune hemolytic anemia
1965,DRG39603,D591,Other autoimmune hemolytic anemias
1966,DRG39603,D592,Drug-induced nonautoimmune hemolytic anemia
1967,DRG39603,D593,Hemolytic-uremic syndrome
1968,DRG39603,D594,Other nonautoimmune hemolytic anemias
1969,DRG39603,D595,Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]
1970,DRG39603,D596,Hemoglobinuria due to hemolysis from other external causes
1971,DRG39603,D598,Other acquired hemolytic anemias
1972,DRG39603,D599,"Acquired hemolytic anemia, unspecified"
1973,DRG39603,D62,Acute posthemorrhagic anemia
1974,DRG39603,D644,Congenital dyserythropoietic anemia
1975,DRG39603,D6489,Other specified anemias
1976,DRG39603,D649,"Anemia, unspecified"
1977,DRG39603,D740,Congenital methemoglobinemia
1978,DRG39603,D748,Other methemoglobinemias
1979,DRG39603,D749,"Methemoglobinemia, unspecified"
1980,DRG39603,R710,Precipitous drop in hematocrit
1981,DRG39603,R718,Other abnormality of red blood cells
1982,DRG39603,T8030XA,"ABO incompatibility reaction due to transfusion of blood or blood products, unspecified, initial encounter"
1983,DRG39603,T80310A,"ABO incompatibility with acute hemolytic transfusion reaction, initial encounter"
1984,DRG39603,T80311A,"ABO incompatibility with delayed hemolytic transfusion reaction, initial encounter"
1985,DRG39603,T80319A,"ABO incompatibility with hemolytic transfusion reaction, unspecified, initial encounter"
1986,DRG39603,T8039XA,"Other ABO incompatibility reaction due to transfusion of blood or blood products, initial encounter"
1987,DRG39603,T8040XA,"Rh incompatibility reaction due to transfusion of blood or blood products, unspecified, initial encounter"
1988,DRG39603,T80410A,"Rh incompatibility with acute hemolytic transfusion reaction, initial encounter"
1989,DRG39603,T80411A,"Rh incompatibility with delayed hemolytic transfusion reaction, initial encounter"
1990,DRG39603,T80419A,"Rh incompatibility with hemolytic transfusion reaction, unspecified, initial encounter"
1991,DRG39603,T8049XA,"Other Rh incompatibility reaction due to transfusion of blood or blood products, initial encounter"
1992,DRG39603,T8051XA,"Anaphylactic reaction due to administration of blood and blood products, initial encounter"
1993,DRG39603,T8061XA,"Other serum reaction due to administration of blood and blood products, initial encounter"
1994,DRG39603,T8089XA,"Other complications following infusion, transfusion and therapeutic injection, initial encounter"
1995,DRG39603,T80910A,"Acute hemolytic transfusion reaction, unspecified incompatibility, initial encounter"
1996,DRG39603,T80911A,"Delayed hemolytic transfusion reaction, unspecified incompatibility, initial encounter"
1997,DRG39603,T80919A,"Hemolytic transfusion reaction, unspecified incompatibility, unspecified as acute or delayed, initial encounter"
1998,DRG39603,T8092XA,"Unspecified transfusion reaction, initial encounter"
1999,DRG39603,T80A0XA,"Non-ABO incompatibility reaction due to transfusion of blood or blood products, unspecified, initial encounter"
2000,DRG39603,T80A10A,"Non-ABO incompatibility with acute hemolytic transfusion reaction, initial encounter"
2001,DRG39603,T80A11A,"Non-ABO incompatibility with delayed hemolytic transfusion reaction, initial encounter"
2002,DRG39603,T80A19A,"Non-ABO incompatibility with hemolytic transfusion reaction, unspecified, initial encounter"
2003,DRG39603,T80A9XA,"Other non-ABO incompatibility reaction due to transfusion of blood or blood products, initial encounter"
2006,DRG39603,0DJ08ZZ,"Inspection of Upper Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
2007,DRG39603,0DJ68ZZ,"Inspection of Stomach, Via Natural or Artificial Opening Endoscopic"
2008,DRG39603,0DJD8ZZ,"Inspection of Lower Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
2009,DRG39603,0DJD8ZZ,"Inspection of Lower Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
